+-------------+-------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb    |                        context                        |         synset         | Polarity + | Polarity - | Polarity = |
|    extend   |             ... to the extended battery .             |        run.v.03        |    0.0     |    0.0     |    1.0     |
|      be     |             the two were seperated by ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    start    |             ... ft i started to notice ...            |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|    notice   |       ... started to notice excessive static ...      |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|    garble   |         ... static and garbled sound from ...         |      falsify.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                 design is very odd ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |               ... clip " is not very ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  recommend  |                 recommend for any ...                 |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     have    |               ... one who has a blue ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    advise   |                 advise everyone do ...                |      propose.v.01      |    0.0     |    0.0     |    1.0     |
|      do     |             advise everyone do not be ...             |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                 ... do not be fooled !                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     fool    |                  ... not be fooled !                  |      fritter.v.01      |    0.0     |    0.0     |    1.0     |
|     work    |                      great ! ...                      |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|    click    |                 clicks into place ...                 |       click.v.02       |    0.0     |    0.0     |    1.0     |
|     make    |           ... way that makes you wonder ...           |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    wonder   |           ... makes you wonder how long ...           |      wonder.v.02       |    0.0     |    0.0     |    1.0     |
|     last    |               ... mechanism would last .              |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                  went on motorola ...                 |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|    follow   |      ... website and followed all directions ...      |      succeed.v.02      |    0.0     |    0.0     |    1.0     |
|     get     |              ... could not get it to ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     pair    |                 ... it to pair again .                |       match.v.03       |    0.0     |    0.0     |    1.0     |
|     buy     |                   bought this to ...                  |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     use     |              ... this to use with my ...              |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    kindle   |            ... with my kindle fire and ...            |      arouse.v.01       |    0.25    |    0.25    |    0.5     |
|     love    |             ... and absolutely loved it !             |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |              commercials are the most ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   mislead   |               ... the most misleading .               |     misinform.v.01     |    0.0     |    0.25    |    0.75    |
|     have    |                    have yet to ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     run     |              ... yet to run this new ...              |       tend.v.01        |    0.5     |   0.125    |   0.375    |
|    charge   |              ... days without charging .              |      agitate.v.02      |    0.0     |    0.25    |    0.75    |
|     buy     |                   bought it for ...                   |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |             ... and she had a problem ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     own     |                  owned this phone ...                 |        own.v.01        |    0.0     |    0.0     |    1.0     |
|     say     |             ... and can say that it's ...             |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     have    |                  ... phone i've had .                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    think    |               didn't think that the ...               |       think.v.02       |   0.125    |    0.0     |   0.875    |
|   provide   |     ... the instructions provided were helpful ...    |      supply.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |     ... instructions provided were helpful to ...     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     hear    |                couldnt hear me talk ...               |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|     talk    |               ... hear me talk and i ...              |       talk.v.02        |    0.0     |    0.0     |    1.0     |
|     have    |               ... and i had to pull ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     pull    |              ... had to pull out the ...              |      attract.v.01      |    0.0     |    0.0     |    1.0     |
|     hold    |                     hold charge .                     |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|      be     |                    is a simple ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     use     |               ... phone to use , but ...              |        use.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |           ... the breakage is unacceptible .          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                product is ideal for ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |         ... whose ears are very sensitive ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                   is unusable in ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     move    |               ... in a moving car at ...              |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     have    |                   have two more ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    leave    |            ... more years left in this ...            |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|     hate    |             ... and i hate this phone ...             |       hate.v.01        |    0.0     |    0.75    |    0.25    |
|      be     |           ... ac charger are included to ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   include   |          ... charger are included to make ...         |      include.v.01      |    0.0     |    0.0     |    1.0     |
|     make    |           ... included to make sure you ...           |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     run     |              ... you never run out of ...             |       tend.v.01        |    0.5     |   0.125    |   0.375    |
|  recommend  |                ... . highy recommended                |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     need    |                   need at least ...                   |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|     get     |              ... mins to get to your ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |              ... battery life is short .              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                    has kept up ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     keep    |                  has kept up very ...                 |       keep.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |                 case is great and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |           ... great and works fine with ...           |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     have    |                    has a great ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |             ... the pics are nice and ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                 was not impressed ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   impress   |             was not impressed by this ...             |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|    price    |                 headset priced right .                |       price.v.01       |    0.0     |    0.0     |    1.0     |
|     hear    |               only hear garbage for ...               |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|     have    |                    has all the ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     want    |                  ... features i want                  |       want.v.02        |   0.125    |   0.125    |    0.75    |
|      be     |            ... right mind is gonna buy ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     buy     |           ... is gonna buy this battery ...           |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|    argue    |                arguing with verizon ...               |       argue.v.02       |    0.0     |    0.0     |    1.0     |
|    regard   |       ... with verizon regarding the dropped ...      |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     drop    |         ... regarding the dropped calls we ...        |       spend.v.02       |    0.0     |    0.0     |    1.0     |
|    return   |          ... calls we returned the phones ...         |      refund.v.01       |    0.0     |    0.0     |    1.0     |
|     seem    |                case seems well made ...               |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     make    |                 ... seems well made .                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|  disappoint |                    with battery ...                   |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|     turn    |            ... and doesn't turn on like ...           |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|      do     |            protection and does not make ...           |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     make    |            ... does not make phone too ...            |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     turn    |         ... keyboard actually turns a pda ...         |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |               phone is pretty sturdy ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |            ... i've never had any large ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     love    |                  love this thing ...                  |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |                about it is fine and ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  disappoint |                     disappointed .                    |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|     drop    |              even dropped this phone ...              |       spend.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |            ... and it was submerged for ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   submerge  |            ... it was submerged for 15 ...            |     submerge.v.02      |    0.0     |    0.0     |    1.0     |
|     work    |               ... it still works great !              |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     have    |                   have been very ...                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                have been very happy ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |              ... 510 and have had no ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |           ... and have had no complaints ...          |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    regard   |           ... any one regarding my sound ...          |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be     |                 ... and off are bad .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    forget   |            you can forget microsoft 's ...            |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|  recommend  |          really recommend this faceplates ...         |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     look    |            ... since it looks very nice ...           |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |              headphones were a great ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find    |               ... a great find - and ...              |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|    think    |              ... and i think they are ...             |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be     |           ... think they are perhaps the ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make    |           ... purchase i've made in the ...           |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     buy     |                    a different ...                    |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |                    have to hold ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     hold    |               have to hold the phone ...              |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|     hear    |           ... party to hear you clearly ...           |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |             ... mp3 player is that the ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     let     |            ... cover that let you pause ...           |        let.v.01        |    0.0     |    0.0     |    1.0     |
|     lock    |           ... skip songs lock out after ...           |      engage.v.10       |    0.0     |    0.0     |    1.0     |
|   activate  |             ... after i activated it , ...            |       trip.v.04        |    0.0     |    0.0     |    1.0     |
|     die     |                 ... it suddenly died .                |        die.v.01        |    0.0     |    0.0     |    1.0     |
|     feel    |               feels more comfortable ...              |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|     wear    |           ... because i wear glasses and ...          |       tire.v.02        |    0.25    |    0.0     |    0.75    |
|     get     |              ... and that gets in the ...             |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |                 device is great in ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |          ... series which is fairly quiet ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |            ... , i have trouble hearing ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     hear    |         ... have trouble hearing what the ...         |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |              ... other person is saying .             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     say     |                 ... person is saying .                |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     dock    |                docking station for ...                |       dock.v.05        |    0.0     |    0.0     |    1.0     |
|      be     |                   is a beautiful ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love    |                    this product ...                   |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      do     |                      not buy ...                      |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     buy     |             not buy for d807...wrongly ...            |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|  advertise  |     ... for d807...wrongly advertised for d807 ...    |     advertise.v.02     |    0.0     |    0.0     |    1.0     |
|      be     |                     is a great ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love    |                  love this phone ...                  |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |               ... , it is very handy ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |              ... handy and has a lot ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   purchase  |                 purchased this and ...                |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |             ... days it was no longer ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     wear    |                  wear it everyday ...                 |       tire.v.02        |    0.25    |    0.0     |    0.75    |
|     hold    |              ... and it holds up very ...             |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|   package   |                 packaged , arrived ...                |        box.v.01        |    0.0     |    0.0     |    1.0     |
|    arrive   |             packaged , arrived on time ...            |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|     work    |            ... , and works as intended ...            |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|    intend   |                ... works as intended .                |       mean.v.03        |    0.0     |    0.0     |    1.0     |
|     run     |             battery runs down quickly ...             |       tend.v.01        |    0.5     |   0.125    |   0.375    |
|     work    |                item worked great , ...                |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|    break    |              ... but it broke after 6 ...             |      unwrap.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |                headsets are easy to ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     use     |            ... easy to use and everyone ...           |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     love    |             ... and everyone loves them .             |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     work    |                  phone works great .                  |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |               ... the headsets is poor .              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                 was excellent and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |        ... excellent and works better than ...        |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |             ... and boy was it cheaper ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     load    |                  phone loads super !                  |       load.v.01        |    0.0     |    0.0     |    1.0     |
|      do     |               ... this one does , i ...               |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    expect   |                ... , i expect it to ...               |      expect.v.03       |    0.0     |    0.25    |    0.75    |
|     work    |             ... it to work far better ...             |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      do     |                 ... this thing does .                 |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     make    |                    very sturdy ...                    |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     work    |                      great ! ...                      |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     bud     |                 ear buds only play ...                |        bud.v.01        |    0.0     |    0.0     |    1.0     |
|     play    |            ... buds only play music in ...            |        act.v.03        |    0.0     |    0.0     |    1.0     |
|    order    |                  order from them ...                  |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|     plan    |                  you plan to use ...                  |       plan.v.02        |    0.0     |    0.0     |    1.0     |
|     use     |              ... plan to use this in ...              |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    forget   |             ... a car forget about it ...             |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|     find    |                 found this product ...                |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |            ... product to be waaay too ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find    |                 i've found so far ...                 |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     try     |            ... .... i've tried 2 other ...            |        try.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |             ... this one has the best ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     ease    |             ... well as ease of using ...             |       still.v.03       |    0.0     |    0.0     |    1.0     |
|     use     |                  ... ease of using .                  |        use.v.01        |    0.0     |    0.0     |    1.0     |
|  disappoint |             very disappointed with my ...             |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|  integrate  |                  seamlessly with ...                  |     integrate.v.01     |    0.0     |    0.0     |    1.0     |
|    beware   |                    beware , you ...                   |      beware.v.01       |    0.5     |    0.0     |    0.5     |
|    flush    |          ... you could flush money right ...          |       blush.v.01       |    0.0     |   0.125    |   0.875    |
|      be     |                price was very good ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |               ... all it was a good ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   receive   |               received my supposedly ...              |    experience.v.03     |    0.0     |    0.0     |    1.0     |
|      be     |           ... apparently there was not a ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |             ... , also has cool styles ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     use     |           ... i'm not using it correctly ...          |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    think    |              ... i don't think is the ...             |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be     |            ... don't think is the case ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love    |                    love my 350 ...                    |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |          ... bluetooth headset is great , ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |           ... the reception is very good ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |           ... ear piece is a comfortable ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     rate    |             ... , although rated at an ...            |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|    render   |        ... megapixels , renders images that ...       |      supply.v.01       |    0.0     |    0.0     |    1.0     |
|     fall    |          ... images that fall well below ...          |     decrease.v.01      |    0.0     |    0.0     |    1.0     |
|      do     |              ... and it does not work ...             |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     work    |                  ... does not work .                  |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |            ... both end is excellent , ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     use     |               ... , i use headset to ...              |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     call    |            ... headset to call my wife ...            |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|     ask     |              ... wife and ask my wife ...             |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|     use     |             ... wife to use headset to ...            |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     call    |              ... headset to call me ! ...             |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                 phone is slim and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |             ... the display is beautiful .            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    think    |             ... but i think thats its ...             |       think.v.02       |   0.125    |    0.0     |   0.875    |
|    embed    |       ... its battery embedded sleek stylish ...      |      implant.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                 keyboard is a nice ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     get     |                   got this phone ...                  |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |                is very comfortable ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                     has been a ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                 has been a winner ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |          setup couldn't have been simpler ...         |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |            ... couldn't have been simpler .           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     try     |              tried several different ...              |        try.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |             ... jabra one is the first ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find    |            ... one i've found that fits ...           |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     fit     |             ... found that fits my ear ...            |       equip.v.01       |    0.0     |    0.0     |    1.0     |
|     get     |               not get strong enough ...               |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    please   |                very pleased with my ...               |      please.v.01       |   0.625    |    0.0     |   0.375    |
|     get     |                      the job ...                      |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      do     |                     the job done .                    |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |              the service was very bad ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |                    did not work ...                   |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     work    |                 did not work in my ...                |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |               ... plug i am very up ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     set     |              ... very up set with the ...             |        put.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |               only had my bluetooth ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               bt headset was such a ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                    is so small ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   realize   |           ... don't even realize that it ...          |       gain.v.08        |    0.0     |    0.0     |    1.0     |
|      be     |             ... that it is there after ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     get     |            ... while of getting used to ...           |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     use     |             ... of getting used to it ...             |        use.v.01        |    0.0     |    0.0     |    1.0     |
|  accompany  |              accompanied software is ...              |      company.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |      accompanied software is almost brilliant ...     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |                   works great & ...                   |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |          ... great & was packaged nicely ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   package   |            ... & was packaged nicely to ...           |        box.v.01        |    0.0     |    0.0     |    1.0     |
|    avoid    |           ... nicely to avoid any damage ...          |       debar.v.02       |    0.0     |    0.0     |    1.0     |
|  recommend  |               i definitly recommend ! !               |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|      be     |                 -- be very careful ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     fail    |              ... earbud headsets failed .             |       fail.v.01        |    0.0     |   0.125    |   0.875    |
|     work    |           headset works just peachy-keen ...          |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |          ... house i was getting dropped ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     get     |         ... i was getting dropped coverage ...        |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     drop    |     ... was getting dropped coverage upstairs ...     |       spend.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |              recognition is tremendous !              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  experience |            ... , i experienced 5 drops ...            |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|      be     |                ... and it was in an ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |              ... area that had 5 bars ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                   was not happy ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  disappoint |                     disappointed .                    |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|     take    |               phone takes forever to ...              |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|    charge   |            ... forever to charge like 2 ...           |      agitate.v.02      |    0.0     |    0.25    |    0.75    |
|     get     |                   got this phone ...                  |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      do     |                    ... glad i did .                   |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |               reception is very very ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    state    |                 stated as included ...                |       state.v.01       |    0.0     |    0.0     |    1.0     |
|   include   |            stated as included from the ...            |      include.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |        ... the description are not included ...       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   include   |                 ... are not included .                |      include.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |           ... screen just went black all ...          |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |                   was hoping for ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     hope    |                was hoping for more ...                |       hope.v.01        |   0.125    |   0.125    |    0.75    |
|      be     |                 quality is poor , ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                 had absolutely no ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     link    |           ... this headset linking to my ...          |     associate.v.01     |    0.0     |    0.0     |    1.0     |
|     know    |                  know that sounds ...                 |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|    sound    |              know that sounds funny , ...             |       sound.v.02       |    0.0     |    0.0     |    1.0     |
|     seem    |           ... me it seemed like sketchy ...           |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     work    |               ... this one works great .              |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     buy     |                  bought $5 wired ...                  |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     wire    |          bought $5 wired headphones that ...          |       cable.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |                 phone is very fast ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     send    |           ... fast with sending any kind ...          |        air.v.03        |    0.0     |    0.0     |    1.0     |
|    browse   |       ... and web browsing is significantly ...       |      browse.v.03       |    0.0     |    0.5     |    0.5     |
